libelle;libelle_complet;mot_directeur;voie_tenante;voie_aboutissante;commune;code_insee;sti;rivoli
RUE AUGUSTE LAFRONT;Rue Auguste Lafront;LAFRONT;;;TOULOUSE;31555;315559000122;3105550653W
PAS DE FOURTOU;Passage de Fourtou;FOURTOU;;;TOULOUSE;31555;315558379139;3105553435V
IMP DE FERROLEBRES;Impasse de Ferrolèbres;FERROLEBRES;;;TOURNEFEUILLE;31557;315570000176;3105571671U
RUE DU VIVIER;Rue Du Vivier;VIVIER;;;FLOURENS;31184;311840000060;3101840355K
RUE ANTOINE DEVILLE;Rue Antoine Deville;DEVILLE;;;TOULOUSE;31555;315552297646;3105552644K
ALL DU JURA;Allée du Jura;JURA;;;COLOMIERS;31149;311490000232;3101490744K
IMP DES RAMIERS;Impasse des Ramiers;RAMIERS;;;SEILH;31541;315410000056;3105410116Y
IMP DES GENETS;Impasse des Genêts;GENETS;;;ST-ORENS-DE-GAMEVILLE;31506;315060000080;3105060675H
IMP DU PR NOUGAYROL;Impasse du Professeur Nougayrol;NOUGAYROL;;;TOULOUSE;31555;315558361856;3105557158S
AV DE COURREGE;Avenue de Courrège;COURREGE;;;TOULOUSE;31555;315552009633;3105552356X
RUE MIRABEAU;Rue Mirabeau;MIRABEAU;;;TOURNEFEUILLE;31557;315570000297;3105572735A
RUE CHARLES NODIER;Rue Charles Nodier;NODIER;;;TOULOUSE;31555;315554972821;3105551948D
RUE SERGE GAINSBOURG;Rue Serge Gainsbourg;GAINSBOURG;;;TOULOUSE;31555;315558440853;3105558226C
RPT TERRE;Rond-point Terre;TERRE;;;COLOMIERS;31149;311490000504;310149
IMP ROLAND GARROS;Impasse Roland Garros;GARROS;;;BLAGNAC;31069;310690000436;3100690941X
IMP F. MAURIAC;Impasse F. Mauriac;MAURIAC;;;BLAGNAC;31069;310690000251;3100690382P
IMP DU PLATEAU;Impasse du Plateau;PLATEAU;;;CORNEBARRIEU;31150;311500000102;3101500156S
IMP ANDRE NAVARRA;Impasse André Navarra;NAVARRA;;;TOULOUSE;31555;315558454157;3105550323M
AV JEAN ANTOINE CARREL;Avenue Jean-Antoine Carrel;CARREL;;;BALMA;31044;310440000062;3100440023H
IMP DU DR JOSEPH LAURENT;Impasse du Docteur Joseph Laurent;LAURENT;;;TOULOUSE;31555;315558366539;3105552711H
PL DES CAPUCINES;Place Des Capucines;CAPUCINES;;;LESPINASSE;31293;312930000086;3102930101K
IMP DU LEVANT;Impasse du Levant;LEVANT;;;QUINT;31445;314450000059;3104450190W
RUE EMILE BAUDOT;Rue Emile Baudot;BAUDOT;;;TOULOUSE;31555;315558339819;3105552966K
PL DU DR JOSEPH BAYLAC;Place du Docteur Joseph Baylac;BAYLAC;;;TOULOUSE;31555;315552332834;3105552676V
RUE CARTAILLAC;Rue Cartaillac;CARTAILLAC;;;CUGNAUX;31157;311570000052;310157
AV DU LAURAGAIS;Avenue Du Lauragais;LAURAGAIS;;;MONS;31355;313550000004;3103550020C
VA VA008778;;;;;FLOURENS;31184;31184A008778;P31184
RUE DES ARCS SAINT CYPRIEN;Rue des Arcs Saint Cyprien;CYPRIEN;;;TOULOUSE;31555;315550236858;3105550436K
IMP ALAIN BRETON;Impasse Alain Breton;BRETON;;;BLAGNAC;31069;310690000074;3100690028E
CHE DE LA BRANERE;Chemin de la Branère;BRANERE;;;TOURNEFEUILLE;31557;315570000071;3105570990D
ALL DE LA NASPE;Allée de la Naspe;NASPE;;;COLOMIERS;31149;311490000306;3101490870X
RUE ROLAND GARROS;Rue Roland Garros;GARROS;;;TOULOUSE;31555;315553107225;3105557580A
RUE DE SAINT AMANS;Rue de Saint-Amans;AMANS;;;BALMA;31044;310440000247;3100440795X
AV DES PYRENEES;Avenue des Pyrénées;PYRENEES;;;UNION;31561;315610000235;3105610665H
RUE DE LA FRANCHE COMTE;Rue de la Franche Comté;COMTE;;;TOULOUSE;31555;315552963249;3105553460X
IMP VALETTE;Impasse Valette;VALETTE;;;BALMA;31044;310440000269;3100440891B
IMP BUFFON;Impasse Buffon;BUFFON;;;TOULOUSE;31555;315558415643;3105551453R
RUE DES OLIVIERS;Rue des Oliviers;OLIVIERS;;;BEAUZELLE;31056;310560000078;3100560119K
RUE DE REIMS;Rue de Reims;REIMS;;;TOULOUSE;31555;315555814415;3105557372Z
RTE DE SAINT CAPRAIS;Route De Saint-caprais;CAPRAIS;;;SAINT-JORY;31490;314900000034;3104900202N
RUE THIERS;Rue Adolphe Thiers;THIERS;;;TOULOUSE;31555;315556838407;3105558468R
RUE MONTARDY;Rue Montardy;MONTARDY;;;TOULOUSE;31555;315554732800;3105556040B
CHEM MARGUERITE CANAL;Cheminement Marguerite Canal;CANAL;;;TOULOUSE;31555;315559000053;3105555665U
RUE DE LA MAISONNERAIE;Rue de la Maisonneraie;MAISONNERAIE;;;PIBRAC;31417;314170000114;3104170266A
RUE DU CANARD;Rue du Canard;CANARD;;;TOULOUSE;31555;315551372811;3105551612N
RUE CAZALS;Rue Cazals;CAZALS;;;TOULOUSE;31555;315551552026;3105551812F
RUE PIERRE CURIE;Rue Pierre Curie;CURIE;;;TOURNEFEUILLE;31557;315570000142;3105573040G
AV DES CRETES;Avenue Des Crêtes;CRETES;;;FLOURENS;31184;311840000066;3101840075F
RUE DE L ECUREUIL;Rue de l'Ecureuil;ECUREUIL;;;TOULOUSE;31555;315552524802;3105552864Z
PL RHIN ET DANUBE;Place Rhin et Danube;DANUBE;;;BRUGUIERES;31091;310910000058;310091
RUE DES LACS;Rue Des Lacs;LACS;;;LESPINASSE;31293;312930000047;3102930122H
RUE LAFAILLE;Rue Lafaille;LAFAILLE;;;TOULOUSE;31555;315553760024;3105554912A
IMP MESSAGER;Impasse Messager;MESSAGER;;;ST-ALBAN;31467;314670000091;3104670327Z
CHE DE PEYRE ESCALLES;Chemin de Peyre Escalles;ESCALLES;;;TOULOUSE;31555;315555356818;3105556808L
CHE DE LA NASQUE;Chemin de la Nasque;NASQUE;;;COLOMIERS;31149;311490000308;3101490880H
RUE BARONIE;Rue Baronie;BARONIE;;;TOULOUSE;31555;315550563222;3105550864A
RPT DE LA CARAVELLE;Rond-point de la Caravelle;CARAVELLE;;;COLOMIERS;31149;311490000538;310149
IMP DU COL DE LA PERCHE;Impasse du Col de la Perche;PERCHE;;;UNION;31561;315610000206;3105610165P
RUE GUILLAUME CAZARRE;Rue Guillaume Cazarre;CAZARRE;;;ST-ALBAN;31467;314670000037;3104670172F
RUE DANIEL SORANO;Rue Daniel Sorano;SORANO;;;TOULOUSE;31555;315558381200;3105552477D
IMP CIMETIERE CRX DAURADE;Impasse du Cimetière Croix Daurade;DAURADE;;;TOULOUSE;31555;315551756808;3105552048M
RUE REGENCE;Rue Régence;REGENCE;;;TOULOUSE;31555;315555795204;3105557356G
RUE MARAN;Rue Maran;MARAN;;;TOULOUSE;31555;315554342457;3105555580B
RUE DE LA VITALITE;Rue de la Vitalité;VITALITE;;;TOULOUSE;31555;315557289607;3105558918E
VA VA000063;Voie Anonyme Numéro 000063;;;;AUSSONNE;31032;31032A000063;
ALL SERGE RAVANEL;Allée Serge Ravanel;RAVANEL;;;TOULOUSE;31555;315559000182;3105558229F
RUE DES SAULES;Rue des Saules;SAULES;;;FONBEAUZARD;31186;311860000053;3101860150D
RUE VERLAINE;Rue Verlaine;VERLAINE;;;QUINT;31445;314450000126;3104450303U
IMP DU CASTELLA;Impasse du Castella;CASTELLA;;;DREMIL-LAFAGE;31163;311630000092;3101630048T
RPT DE L ABBE G. LAFFORGUE;Rond-point de l'abbé Georges Lafforgue;LAFFORGUE;;;TOULOUSE;31555;315558445128;3105550011Y
RTE DE SEILH;Route de Seilh;SEILH;;;CORNEBARRIEU;31150;311500000126;3101500186Z
RUE BETEILLE;Rue Beteille;BETEILLE;;;TOULOUSE;31555;315550854408;3105551136W
RUE DE RAYSSAC;Rue de Rayssac;RAYSSAC;;;GRATENTOUR;31230;312300000071;3102300251X
ALL DU PERTHUS;Allée du Perthus;PERTHUS;;;COLOMIERS;31149;311490000347;3101490972H
IMP CRAMPEL;Impasse Crampel;CRAMPEL;;;TOULOUSE;31555;315552048045;3105552388G
CHE DE GRESINE;Chemin de Grésine;GRESINE;;;AUSSONNE;31032;310320000051;3100320069K
RUE DU 19 MARS 1962;Rue Du 19 Mars 1962;MARS;;;DREMIL-LAFAGE;31163;311630000045;3101630208
CHE DE FAUDOUAS;Chemin de Faudouas;FAUDOUAS;;;CORNEBARRIEU;31150;311500000054;3101500055G
RPT DE CATALOGNE;Rond-point de Catalogne;CATALOGNE;;;TOULOUSE;31555;315558434344;3105551781X
RUE DU BEARNAIS;Rue du Béarnais;BEARNAIS;;;TOULOUSE;31555;315550672010;3105550948S
IMP DES ROSES;Impasse des Roses;ROSES;;;FONBEAUZARD;31186;311860000049;3101860120W
CHE DE FAGES;Chemin de Fagès;FAGES;;;DREMIL-LAFAGE;31163;311630000074;310163
CHE DES TERREFORTS;Chemin des Terreforts;TERREFORTS;;;AIGREFEUILLE;31003;310030000044;3100030200D
RUE MAURICE FORT;Rue Maurice Fort;FORT;;;TOULOUSE;31555;315552902453;3105555800R
RUE ALFRED SAUVY;Rue Alfred Sauvy;SAUVY;;;CUGNAUX;31157;311570000252;3101571012S
IMP DE LASCAUX;Impasse de Lascaux;LASCAUX;;;TOULOUSE;31555;315558345716;3105555077E
VA VA000046;Voie anomyme numéro 000046;;;;SEILH;31541;31541A000046;
RUE DE GIRONIS;Rue de Gironis;GIRONIS;;;TOULOUSE;31555;315553219247;3105553912N
IMP DU TIBIRAN;Impasse du Tibiran;TIBIRAN;;;AUCAMVILLE;31022;310220000151;3100220312T
RUE DU GAI SAVOIR;Rue du Gai-Savoir;SAVOIR;;;BALMA;31044;310440000256;3100440372M
AV SAINT GRANIER;Avenue Saint-Granier;GRANIER;;;COLOMIERS;31149;311490000407;3101491106D
RTE DE TOULOUSE;Route de Toulouse;TOULOUSE;;;CORNEBARRIEU;31150;311500000134;3101500193G
CHE DE PREVOST;Chemin de Prévost;PREVOST;;;CORNEBARRIEU;31150;311500000108;3101500164A
IMP DES JASMINS;Impasse des Jasmins;JASMINS;;;BLAGNAC;31069;310690000214;3100690551Y
RUE DES ROSES;Rue des Roses;ROSES;;;CUGNAUX;31157;311570000204;3101570620R
RUE DES ARBOUSIERS;Rue Des Arbousiers;ARBOUSIERS;;;ST-JEAN;31488;314880000045;3104880040W
RUE DES MOUTONS;Rue des Moutons;MOUTONS;;;TOULOUSE;31555;315554832008;3105556144P
VA VA000037;Voie Anonyme Numéro 000037;;;;LAUNAGUET;31282;31282A000037;
ALL DU CAP SICIE;Allée du Cap Sicié;SICIE;;;COLOMIERS;31149;311490000428;3101490296Y
RUE PAUL DARBEFEUILLE;Rue Paul Darbefeuille;DARBEFEUILLE;;;TOULOUSE;31555;315552137632;3105556604P
CHE DE GRAILLE;Chemin De Graille;GRAILLE;;;AIGREFEUILLE;31003;310030000008;3100030030U
IMP DES TONNELLES;Impasse des Tonnelles;TONNELLES;;;TOURNEFEUILLE;31557;315570000423;3105573426B
IMP DU PR HENRI GRAILLOT;Impasse du Professeur Henri Graillot;GRAILLOT;;;TOULOUSE;31555;315558362703;3105557146D
RTE DE LACOURTENSOURT;Route de Lacourtensourt;LACOURTENSOURT;;;FENOUILLET;31182;311820000052;3101820230H
IMP DU PARC;Impasse du Parc;PARC;;;PIBRAC;31417;314170000137;3104170333Y
RUE GASTON MONNERVILLE;Rue Gaston Monnerville;MONNERVILLE;;;CUGNAUX;31157;311570000158;3101570496F
IMP DU CLOS DE FAJOLES;Impasse Du Clos De Fajoles;FAJOLES;;;MONS;31355;313550000024;310355
IMP LUCIEN SERVANTY;Impasse Lucien Servanty;SERVANTY;;;TOULOUSE;31555;315558408328;3105555463Z
IMP OREE DE LA RAMEE 1;Impasse Orée de la Ramée 1;RAMEE;;;TOURNEFEUILLE;31557;315570000378;3105572832F
RUE DE LAMARTINE;Rue de Lamartine;LAMARTINE;;;CASTELGINEST;31116;311160000099;3101160580A
ALL HENRI SELLIER;Allée Henri Sellier;SELLIER;;;TOULOUSE;31555;315556572839;3105554188N
RUE DE MIRANDE;Rue de Mirande;MIRANDE;;;ST-ORENS-DE-GAMEVILLE;31506;315060000117;3105060825W
PORT SAINT SAUVEUR;Port Saint Sauveur;SAUVEUR;;;TOULOUSE;31555;315555506242;3105558066D
RUE DE PROVENCE;Rue de Provence;PROVENCE;;;TOURNEFEUILLE;31557;315570000373;3105573150B
RUE D ORADOUR SUR GLANE;Rue d'Oradour-sur-Glane;GLANE;;;CUGNAUX;31157;311570000176;3101570514A
RUE DES TROENES;Rue des Troènes;TROENES;;;ST-ALBAN;31467;314670000139;3104670502P
RTE DE ROQUES;Route de Roques;ROQUES;;;VILLENEUVE-TOLOSANE;31588;315880000157;3105880810Y
VA VA000099;Voie Anonyme Numéro 000099;;;;TOURNEFEUILLE;31557;31557A000099;
PL ROGER ARNAUD;Place Roger Arnaud;ARNAUD;;;TOULOUSE;31555;315550278443;3105557568M
IMP DE BORDELONGUE;Impasse de Bordelongue;BORDELONGUE;;;LAUNAGUET;31282;312820000018;3102820025A
CHE DE NICOL;Chemin de Nicol;NICOL;;;TOULOUSE;31555;315554937633;3105556262T
PL D ANJOU;Place d'Anjou;ANJOU;;;TOURNEFEUILLE;31557;315570000017;3105570660V
RUE DU FRENE;Rue du Frène;FRENE;;;FENOUILLET;31182;311820000040;3101820140K
JARDIN CHARLES GASPARD;Jardin Charles Gaspard;GASPARD;;;TOULOUSE;31555;315559000145;310555X107L
ALL LOUIS PASTEUR;Allée Louis Pasteur;PASTEUR;;;BALMA;31044;310440000199;310044
CHE DE LA TOUR;Chemin De La Tour;TOUR;;;LESPINASSE;31293;312930000074;3102930205Y
GIRATOIRE LATECOERE;Giratoire Latécoère;LATECOERE;;;COLOMIERS;31149;311490000597;3101491438P
IMP DE LA PLAGE;Impasse De La Plage;PLAGE;;;LESPINASSE;31293;312930000078;3102930167G
CHE DE CHASTEL;Chemin De Chastel;CHASTEL;;;DREMIL-LAFAGE;31163;311630000040;3101630058D
IMP MARTHE CONDAT;Impasse Marthe Condat;CONDAT;;;TOULOUSE;31555;315559000077;3105555722F
IMP DE LA PLANETTE;Impasse de la Planette;PLANETTE;;;AUSSONNE;31032;310320000094;3100320161K
CHE DES ETROITS;Chemin des Etroits;ETROITS;;;TOULOUSE;31555;315552672002;3105553132R
RUE ANDRE THEURIET;Rue André Theuriet;THEURIET;;;TOULOUSE;31555;315556832000;3105550324N
RUE DE GUETHARY;Rue de Guéthary;GUETHARY;;;UNION;31561;315610000118;3105610275J
IMP DE L HIPPODROME;Impasse de l'Hippodrome;HIPPODROME;;;TOULOUSE;31555;315558414123;3105554230J
RUE DU GRAND CORMORAN;Rue du Grand Cormoran;CORMORAN;;;UNION;31561;315610000082;3105610267A
PAS MICHEL BEGON;Passage Michel Bégon;BEGON;;;BALMA;31044;310440000319;3100440588X
JARDIN FELIX TISSERAND;Jardin Felix Tisserand;TISSERAND;;;TOULOUSE;31555;315558434242;310555X101E
RUE DU MOUSSARD;Rue du Moussard;MOUSSARD;;;DREMIL-LAFAGE;31163;311630000077;3101630150D
RUE DU 14 JUILLET;Rue du 14 Juillet;JUILLET;;;TOURNEFEUILLE;31557;315570000001;3105573175D
RUE MAURICE RAVEL;Rue Maurice Ravel;RAVEL;;;TOULOUSE;31555;315555756853;3105555808Z
CHE DE LA RIVIERE LONGUE;Chemin De La Rivière Longue;RIVIERE LONGUE;;;BEAUPUY;31053;310530000013;3100530331D
CHE DE COURNAUDIS;Chemin de Cournaudis;COURNAUDIS;;;COLOMIERS;31149;311490000134;3101490425N
RUE DU COTENTIN;Rue du Cotentin;COTENTIN;;;TOULOUSE;31555;315551984015;3105552332W
RUE PAUL DEBAUGES;Rue Paul Debauges;DEBAUGES;;;TOULOUSE;31555;315558453147;3105556603N
RUE DE TURIN;Rue de Turin;TURIN;;;TOULOUSE;31555;315557014459;3105558648L
RUE DE L ARGENTIERE;Rue de l'Argentière;ARGENTIERE;;;ST-ORENS-DE-GAMEVILLE;31506;315060000011;3105060374F
CHE DE LA BUTTE;Chemin de la Butte;BUTTE;;;BEAUPUY;31053;310530000043;3100530042P
CHE DU FOUET;Chemin du Fouet;FOUET;;;PIN-BALMA;31418;314180000009;3104180125T
CHE DE FIRMIS;Chemin de Firmis;FIRMIS;;;TOULOUSE;31555;315552812815;3105553320V
RUE DU GEAI;Rue du Geai;GEAI;;;UNION;31561;315610000105;3105610243Z
RUE JEAN CAMPISTRON;Rue Jean Campistron;CAMPISTRON;;;TOURNEFEUILLE;31557;315570000080;3105572170L
IMP DES GRANDS ORMES;Impasse des Grands Ormes;ORMES;;;GRATENTOUR;31230;312300000034;3102300108S
IMP DES TOURNESOLS;Impasse des Tournesols;TOURNESOLS;;;MONS;31355;313550000074;3103550043C
PL DES ACACIAS;Place Des Acacias;ACACIAS;;;SAINT-JORY;31490;314900000051;3104900191B
RUE DE SAINT GAUDENS;Rue de Saint Gaudens;GAUDENS;;;TOULOUSE;31555;315556204819;3105557788B
IMP JEAN BOLLE;Impasse Jean Bolle;BOLLE;;;TOULOUSE;31555;315558373038;3105554517W
RUE DES GARENNES;Rue des Garennes;GARENNES;;;FLOURENS;31184;311840000091;3101840135W
RUE DU LAVANDOU;Rue du Lavandou;LAVANDOU;;;TOULOUSE;31555;315553980844;3105555112T
VA VA000013;Voie Anonyme Numéro 000013;;;;GRATENTOUR;31230;31230A000013;
IMP GEORGES CARPENTIER;Impasse Georges Carpentier;CARPENTIER;;;ST-ALBAN;31467;314670000035;3104670171E
RUE DU LAVOIR;Rue du Lavoir;LAVOIR;;;BEAUZELLE;31056;310560000057;3100560084X
CHE DE FRESCATY;Chemin De Frescaty;FRESCATY;;;SAINT-JORY;31490;314900000001;3104900058G
PL DU RELAIS;Place du Relais;RELAIS;;;BLAGNAC;31069;310690000453;3100690915U
RUE JACQUELINE AURIOL;Rue Jacqueline Auriol;AURIOL;;;BLAGNAC;31069;310690000027;3100690493K
CHE DU PETIT BOIS;Chemin Du Petit Bois;BOIS;;;AIGREFEUILLE;31003;310030000013;3100030050R
RUE DE LA SAVOIE;Rue de la Savoie;SAVOIE;;;TOURNEFEUILLE;31557;315570000405;3105573330X
IMP NICOLAS L VAUQUELIN;Impasse Nicolas-Louis Vauquelin;VAUQUELIN;;;TOULOUSE;31555;315558343349;3105556265W
IMP ANDRE ROBERT;Impasse André Robert;ROBERT;;;CUGNAUX;31157;311570000253;3101570624V
IMP CARMEN GOMEZ;Impasse Carmen Gomez;GOMEZ;;;TOULOUSE;31555;315558440343;3105551701K
RUE D ALDEGUIER;Rue d'Aldeguier;ALDEGUIER;;;TOULOUSE;31555;315558365325;3105550134G
RUE DE LA MANCHE;Rue de la Manche;MANCHE;;;TOULOUSE;31555;315554323246;3105555556A
RUE LASCROSSES;Rue Lascrosses;LASCROSSES;;;TOULOUSE;31555;315553932852;3105555084M
RUE DES PAVOTS;Rue des Pavots;PAVOTS;;;TOULOUSE;31555;315555228819;3105556668J
RUE DE PAU;Rue de Pau;PAU;;;UNION;31561;315610000202;3105610531M
RUE BLERIOT;Rue Blériot;BLERIOT;;;VILLENEUVE-TOLOSANE;31588;315880000016;3105880110M
RUE FRANCOIS;Rue François;FRANCOIS;;;TOULOUSE;31555;315552966422;3105553476P
PL FRANCOIS DOSSET;Place François Dosset;DOSSET;;;BALMA;31044;310440000092;3100440368H
IMP THERESE COURET DU TERRAIL;Impasse Thérèse Couret du Terrail;TERRAIL;;;TOULOUSE;31555;315559000138;3105558467P
PORTE DE L HOTEL DE VILLE;Porte de l'Hôtel de Ville;VILLE;;;LAUNAGUET;31282;312820000117;310282
RUE CLAUDE MONET;Rue Claude Monet;MONET;;;BLAGNAC;31069;310690000264;3100690195L
ALL ALBERT CAMUS;Allée Albert Camus;CAMUS;;;BLAGNAC;31069;310690000083;3100690025B
RUE DU PUITS D UZOU;Rue du Puits d'Uzou;UZOU;;;BLAGNAC;31069;310690000409;3100690876B
RUE DE  L EUROPE;Rue De L'europe;EUROPE;;;MONTRABE;31389;313890000041;3103890100S
RUE LOUIS PASTEUR;Rue Louis Pasteur;PASTEUR;;;TOURNEFEUILLE;31557;315570000344;3105572460B
VA VA000137;Voie Anonyme Numéro 000137;;;;PIBRAC;31417;31417A000137;
CHEM MONTAIGNE;Cheminement Montaigne;MONTAIGNE;;;BLAGNAC;31069;310690000266;3100690696F
RUE JACQUES GABRIEL;Rue Jacques Gabriel;GABRIEL;;;TOULOUSE;31555;315553024045;3105554404Y
IMP LOUIS JAUCOURT;Impasse Louis Jaucourt;JAUCOURT;;;CUGNAUX;31157;311570000122;3101570445A
IMP DES NOISETIERS;Impasse des Noisetiers;NOISETIERS;;;BRUGUIERES;31091;310910000150;3100910151T
RUE VINCENT VAN GOGH;Rue Vincent Van Gogh;GOGH;;;TOULOUSE;31555;315557091232;3105558898H
RUE ACHILLE MIR;Rue Achille Mir;MIR;;;TOULOUSE;31555;315558380557;3105550038C
CHE DE LA BEAUTE;Chemin De La Beauté;BEAUTE;;;LESPINASSE;31293;312930000014;3102930017U
RUE DE LA MAIRIE;Rue de la Mairie;MAIRIE;;;BRAX;31088;310880000031;3100880122Z
RUE JULES FERRY;Rue Jules Ferry;FERRY;;;DREMIL-LAFAGE;31163;311630000071;3101630170A
ALL EMILIO MOUELLO;Allée Émilio Mouello;MOUELLO;;;CASTELGINEST;31116;311160000126;3101160363P
ALL JEAN DUFOUR;Allée Jean Dufour;DUFOUR;;;COLOMIERS;31149;311490000612;3101490712A
IMP DES COLCHIQUES;Impasse des Colchiques;COLCHIQUES;;;FENOUILLET;31182;311820000027;3101820084Z
RUE DES BUCHERS;Rue des Bûchers;BUCHERS;;;TOULOUSE;31555;315551232059;3105551448K
RUE PAUL SABATIER;Rue Paul Sabatier;SABATIER;;;CUGNAUX;31157;311570000208;3101570526N
RUE DES PENITENTS GRIS;Rue des Pénitents Gris;GRIS;;;TOULOUSE;31555;315555280035;3105556724V
ALL DE LA CHEVILLE;Allée de la Cheville;CHEVILLE;;;CASTELGINEST;31116;311160000047;3101160280Z
IMP ALEXANDRE YERSIN;Impasse Alexandre Yersin;YERSIN;;;TOULOUSE;31555;315558449005;3105550162M
RUE MARIE FRANCE BRIVE;Rue Marie France Brive;BRIVE;;;TOULOUSE;31555;315558442404;3105555682M
RUE JEAN PIERRE CHABROL;Rue Jean Pierre Chabrol;CHABROL;;;BALMA;31044;310440000326;P310044
IMP DU CANARD;Impasse du Canard;CANARD;;;TOULOUSE;31555;315551376035;3105551608J
BD PR LEOPOLD ESCANDE;Boulevard Professeur Léopold Escande;ESCANDE;;;TOULOUSE;31555;315558373548;3105557151J
RUE DES PECHERS;Rue des Pêchers;PECHERS;;;GAGNAC-SUR-GARONNE;31205;312050000043;3102050165M
IMP LE PETREL;Impasse Le Pétrel;PETREL;;;SEILH;31541;315410000050;3105410106M
IMP DE LA ROCHE;Impasse de la Roche;ROCHE;;;SEILH;31541;315410000059;3105410123F
RUE CUJETTE;Rue Cujette;CUJETTE;;;TOULOUSE;31555;315552089640;3105552432E
RUE DES LAURIERS;Rue des Lauriers;LAURIERS;;;BLAGNAC;31069;310690000223;3100690576A
RUE LOU PAIS;Rue Lou Païs;PAIS;;;ST-ORENS-DE-GAMEVILLE;31506;315060000139;3105060785C
IMP PAUL VALERY;Impasse Paul Valéry;VALERY;;;VILLENEUVE-TOLOSANE;31588;315880000181;3105880873S
PL DU RIEU;Place du Rieu;RIEU;;;COLOMIERS;31149;311490000395;3101491074U
IMP DES HETRES;Impasse des Hêtres;HETRES;;;TOULOUSE;31555;315553449637;3105554224C
CHE DE MONDOUZIL;Chemin de Mondouzil;MONDOUZIL;;;MONS;31355;313550000064;310355
RUE PIERRE D ARAGON;Rue Pierre d'Aragon;ARAGON;;;TOULOUSE;31555;315550214413;3105556884U
RPT HENRY POTEZ;Place Henry Potez;POTEZ;;;TOULOUSE;31555;315558449311;3105554227F
RUE DES LAURIERS;Rue des Lauriers;LAURIERS;;;TOULOUSE;31555;315553968030;3105555108N
CITE DES SPORTS;Cité des Sports;SPORTS;;;CUGNAUX;31157;311570000218;310157A050R
PL DE LA RESISTANCE;Place de la Résistance;RESISTANCE;;;SAINT-JORY;31490;314900000102;3104900184U
RUE CARRERE;Rue Carrère;CARRERE;;;TOULOUSE;31555;315551462449;3105551720F
RUE DE LA PASSERELLE;Rue de la Passerelle;PASSERELLE;;;TOULOUSE;31555;315555200028;3105556552H
ALL DU MACONNAIS;Allée du Maconnais;MACONNAIS;;;COLOMIERS;31149;311490000271;3101490774T
PL DU PANORAMIQUE;Place du Panoramique;PANORAMIQUE;;;ST-ORENS-DE-GAMEVILLE;31506;315060000142;3105060944A
VA VA000115;Voie Anonyme Numéro 000115;;;;AUSSONNE;31032;31032A000115;
IMP DU GRAND ROND;Impasse du Grand Rond;ROND;;;LAUNAGUET;31282;312820000099;3102820139Z
IMP VARSOVIE;Impasse Varsovie;VARSOVIE;;;TOULOUSE;31555;315557113616;3105558720P
PONT DES DEMOISELLES;Pont des Demoiselles;DEMOISELLES;;;TOULOUSE;31555;315558352011;310555X035H
RTE DE VILLEMUR;Route De Villemur;VILLEMUR;;;BRUGUIERES;31091;310910000108;3100910037U
RUE HENRIETTE ACHIARY;Rue Henriette Achiary;ACHIARY;;;TOULOUSE;31555;315550028852;3105554204F
RUE DE SAINTONGE;Rue de Saintonge;SAINTONGE;;;TOULOUSE;31555;315556345622;3105558080U
PL DU JAFFRANET;Place du Jaffranet;JAFFRANET;;;CORNEBARRIEU;31150;311500000178;
CHE PETIT JEAN;Chemin Petit Jean;JEAN;;;CUGNAUX;31157;311570000123;3101570550P
RUE DE PECHBONNIEU;Rue de Pechbonnieu;PECHBONNIEU;;;GRATENTOUR;31230;312300000073;3102300235E
IMP ROYE;Impasse Royé;ROYE;;;SEILH;31541;315410000082;P31541
RUE FRANCOIS VILLON;Rue François Villon;VILLON;;;TOULOUSE;31555;315558439945;3105553543M
IMP G. DE NERVAL;Impasse G. de Nerval;NERVAL;;;BLAGNAC;31069;310690000284;3100690433V
PL DU MARECHAL NEY;Place du Maréchal Ney;NEY;;;BALMA;31044;310440000186;3100440602M
RUE DU CHANT DU MERLE;Rue du Chant du Merle;MERLE;;;TOULOUSE;31555;315551635206;3105551880E
IMP HENRI PITOT;Impasse Henri Pitot;PITOT;;;TOULOUSE;31555;315558431926;3105554174Y
RUE JEAN MERMOZ;Rue Jean Mermoz;MERMOZ;;;TOURNEFEUILLE;31557;315570000291;3105572240M
RUE DE L AMANDIER;Rue de l'Amandier;AMANDIER;;;TOURNEFEUILLE;31557;315570000014;3105570620B
RTE DE QUINT;Route de Quint;QUINT;;;ST-ORENS-DE-GAMEVILLE;31506;315060000168;3105061070M
RUE DE L ECHARPE;Rue de l'Echarpe;ECHARPE;;;TOULOUSE;31555;315552512049;3105552852L
ALL PAUL HARRIS;Allée Paul Harris;HARRIS;;;TOULOUSE;31555;315558437415;3105556630T
IMP JEAN MOULIN;Impasse Jean Moulin;MOULIN;;;TOURNEFEUILLE;31557;315570000307;3105572250Y
RUE GUSTAVE EIFFEL;Rue Gustave Eiffel;EIFFEL;;;BLAGNAC;31069;310690000151;3100690292S
RUE DIEUDONNE COSTES;Rue Dieudonné Costes;COSTES;;;TOULOUSE;31555;315551974445;3105552654W
RUE JEAN FOURCASSIE;Rue Jean Fourcassie;FOURCASSIE;;;TOULOUSE;31555;315558406818;3105554573G
IMP ALPHONSE BREMOND;Impasse Alphonse Bremond;BREMOND;;;TOULOUSE;31555;315558418204;3105550217X
