libelle;libelle_complet;commune;code_insee;sti;rivoli;
IMP DES BAMBINS;Impasse des Bambins;PIBRAC;31417;314170000017;3104170021J;
VA VA007676;Voie Anonyme Numéro 007676;TOULOUSE;31555;31555A007676;310555;
PL EMILE BLOUIN;Place Emile Blouin;TOULOUSE;31555;315558432018;3105552965J;
RUE DE LA MACREUSE;Rue de la Macreuse;UNION;31561;315610000148;3105610521B;
RUE PRINCIPALE;Rue Principale;PIBRAC;31417;314170000147;3104170350S;
PL ROGER SALENGRO;Place Roger Salengro;TOULOUSE;31555;315556438433;3105557572S;
ALL DE PICARDIE;Allée de Picardie;COLOMIERS;31149;311490000353;3101490996J;
PL DE JERUSALEM;Place de Jérusalem;TOULOUSE;31555;315558400921;3105554691K;
RUE PIERRE FONTAN;Rue Pierre Fontan;TOULOUSE;31555;315558433436;3105556883T;
CHE DES SOEURS;Chemin des Soeurs;BLAGNAC;31069;310690000372;3100691020H;
RUE FRANCOIS RUDE;Rue François Rude;BALMA;31044;310440000244;3100440367G;
CHE DE ROSSIGNOLIS;Chemin de Rossignolis;VILLENEUVE-TOLOSANE;31588;315880000159;3105880790B;
IMP DES SEPT ARPENTS;Impasse des Sept Arpents;SEILH;31541;315410000005;3105410127K;
RPT DES REFUZNIKS;Rond-Point des Refuzniks;TOULOUSE;31555;315558420020;3105557419A;
RUE DE NEGOGOUSSES;Rue de Negogousses;TOULOUSE;31555;315554905618;3105556228F;
IMP DES CAMELIAS;Impasse des Camélias;UNION;31561;315610000059;3105610105Z;
AV DU DR MAURICE GRYNFOGEL;Avenue du Docteur Maurice Grynfogel;TOULOUSE;31555;315558426223;3105552713K;
IMP CEL J STANISLAS REMY;Impasse du Colonel Jean-Stanislas Remy;TOULOUSE;31555;315558441149;3105552198A;
RPT DE MADRID;Rond-Point de Madrid;BLAGNAC;31069;310690000463;3100690677K;
RUE DE COUDERCY;Rue de Coudercy;TOURNEFEUILLE;31557;315570000137;3105571444X;
RUE JACQUES PREVERT;Rue Jacques Prévert;BLAGNAC;31069;310690000344;3100690497P;
PL DU 8 MAI 1945;Place du 8 Mai 1945;PIBRAC;31417;314170000195;3104170180G;
RTE AGDE;Route d'Agde;BALMA;31044;310440000283;310044;
CHE DE BORDENOIRE;Chemin de Bordenoire;TOURNEFEUILLE;31557;315570000063;3105570930N;
RUE NOEMIE DESSALLES;Rue Noémie Dessalles;TOULOUSE;31555;315552284842;3105552628T;
RUE SOULT;Rue Soult;TOULOUSE;31555;315556678454;3105558296D;
RUE DE NOVITAL;Rue de Novital;GAGNAC-SUR-GARONNE;31205;312050000039;3102050130Z;
RUE JEAN RANCY;Rue Jean Rancy;TOULOUSE;31555;315555721604;3105554644J;
ALL DES VERONIQUES;Allée Des Véroniques;MONS;31355;313550000030;3103550323G;
RUE G. CASTEX;Rue G. Castex;BLAGNAC;31069;310690000093;3100690451P;
RUE ROSA PARKS;Rue Rosa Parks;TOULOUSE;31555;315559000231;3105557619T;
RUE DE GAP;Rue de Gap;TOULOUSE;31555;315553062406;3105553704M;
VOIE LATERALE SUD;Voie Latérale Sud;COLOMIERS;31149;311490000441;3101490962X;
CHE DE L EGLISE DE LALANDE;Chemin de l'Eglise de Lalande;TOULOUSE;31555;315552544003;3105552916F;
ALL DU CHAROLAIS;Allée du Charolais;CASTELGINEST;31116;311160000042;3101160250S;
IMP GASTON PLANTE;Impasse Gaston Plante;TOULOUSE;31555;315555443222;3105553773M;
CHE DES MURIERS;Chemin Des Mûriers;MONTRABE;31389;313890000053;3103890255K;
IMP DU PR ACHILLE MESTRE;Impasse du Professeur Achille Mestre;TOULOUSE;31555;315558361958;3105557142Z;
IMP JEAN DE BERNUY;Impasse Jean de Bernuy;TOULOUSE;31555;315558401829;3105554569C;
RESIDENCE CLOS DU TUCOL;Résidence Clos Du Tucol;SAINT-JORY;31490;314900000052;310490A015E;
RPT FREDERIC LUBIN LEBRERE;Rond-point Frédéric Lubin-Lebrère;TOULOUSE;31555;315558443210;3105555615P;
CHE DES VITARELLES;Chemin Des Vitarelles;LESPINASSE;31293;312930000023;3102930223T;
DOM DU GOLF;Voie Anonyme Numéro 000042;SEILH;31541;31541A000042;310541A019M;
RUE DU PLANTAUREL;Rue Du Plantaurel;MONS;31355;313550000005;3103550321E;
CHE DU CANAL;Chemin du Canal;FENOUILLET;31182;311820000021;3101820066E;
IMP DES JARDINS DE L AUSSONNELLE;Impasse des Jardins de l'Aussonnelle;SEILH;31541;315410000007;3105410083M;
RUE COURTE;Rue Courte;BRUGUIERES;31091;310910000151;3100910045C;
IMP DES OLIVIERS;Impasse des Oliviers;LESPINASSE;31293;312930000090;3102930225V;
RUE MOLIERE;Rue Molière;ST-JEAN;31488;314880000160;3104880447N;
IMP DE LA CLAIRIERE;Impasse de la Clairière;CORNEBARRIEU;31150;311500000039;3101500029D;
IMP DU LAURAGAIS;Impasse du Lauragais;VILLENEUVE-TOLOSANE;31588;315880000096;3105880517E;
IMP RENE COUZINET;Impasse René Couzinet;TOULOUSE;31555;315558410552;3105557406L;
IMP DES PETUNIAS;Impasse des Pétunias;UNION;31561;315610000211;3105610550H;
IMP GOUBARD;Impasse Goubard;VILLENEUVE-TOLOSANE;31588;315880000083;310588;
CHE DE SAINT JEAN;Chemin De Saint-jean;MONTRABE;31389;313890000086;3103890350N;
RUE DES PEUPLIERS;Rue des Peupliers;TOULOUSE;31555;315555350411;3105556800C;
IMP LEO FERRE;Impasse Léo Ferré;BLAGNAC;31069;310690000161;3100690606H;
RUE DE LA VIMONA;Rue de la Vimona;CUGNAUX;31157;311570000240;3101570760T;
RUE DU PASTEL;Rue du Pastel;TOULOUSE;31555;315555204823;3105556558P;
RUE SESQUIERES;Rue Sesquières;TOULOUSE;31555;315556617658;3105558242V;
VA VA000004;Voie Anonyme Numéro 000004;CASTELGINEST;31116;31116A000004;;
VA VA000025;Voie Anonyme Numéro 000025;MONDONVILLE;31351;31351A000025;;
IMP DES BOURDETTES;Impasse des Bourdettes;FONBEAUZARD;31186;311860000009;3101860021N;
CHE DE LANUSSE;Chemin de Lanusse;TOULOUSE;31555;315553862415;3105555008E;
RUE CHARLES LECOCQ;Rue Charles Lecocq;TOULOUSE;31555;315554012859;3105551944Z;
CHE  DE CAMP PERDUT;Chemin de Camp Perdut;MONDONVILLE;31351;313510000058;310351;
ALL DE LA VIALLE;Allée de la Vialle;PIBRAC;31417;314170000192;3104170458J;
DOM DE BILAREL;Domaine de Bilarel;BEAUPUY;31053;310530000045;;
RUE FRANCOIS LIEUX;Rue François Lieux;TOULOUSE;31555;315554105609;3105553520M;
IMP JULES MICHELET;Impasse Jules Michelet;BLAGNAC;31069;310690000254;3100690676J;
RUE HENRI FRENAY;Rue Henri Frenay;TOULOUSE;31555;315558422142;3105554147U;
RUE DU NONCESSE;Rue du Noncesse;BALMA;31044;310440000191;3100440612Y;
IMP DE BOUSQUET;Impasse De Bousquet;DREMIL-LAFAGE;31163;311630000057;3101630193A;
IMP DU CHAMP DE L ALBA;Impasse Du Champ De L'alba;GRATENTOUR;31230;312300000056;3102300031H;
RUE DE LA MAYMIE;Rue de la Maymie;ST-ORENS-DE-GAMEVILLE;31506;315060000114;3105060816L;
AV DES ILES MARQUISES;Avenue des Îles Marquises;ST-ORENS-DE-GAMEVILLE;31506;315060000111;3105060707T;
RUE LARADE;Rue Larade;TOULOUSE;31555;315553891257;3105555040P;
RUE JEAN COCTEAU;Rue Jean Cocteau;TOULOUSE;31555;315558385954;3105554543Z;
RUE PRENDS Y GARDE;Rue Prends y Garde;TOULOUSE;31555;315555577628;3105557108M;
RUE RENE GOSCINNY;Rue René Goscinny;TOULOUSE;31555;315559000118;3105557415W;
RUE DU ROUSSEL;Rue du Roussel;MONS;31355;313550000075;3103550035U;
RUE CHARLOTTE DELBO;Rue Charlotte Delbo;TOULOUSE;31555;315559000236;3105551961T;
RUE JEAN PAYA;Rue Jean Paya;TOULOUSE;31555;315558380802;3105556670L;
RUE DE TARBES;Rue de Tarbes;TOULOUSE;31555;315556777611;3105558392H;
RUE SAMUEL CHAMPLAIN;Rue Samuel Champlain;TOULOUSE;31555;315551625636;3105551868S;
RUE COUPEAU;Rue Coupeau;TOULOUSE;31555;315551996829;3105552348N;
RUE MARIE CURIE;Rue Marie Curie;ST-ORENS-DE-GAMEVILLE;31506;315060000230;3105060793L;
RUE ROBERT;Rue Robert;TOULOUSE;31555;315555948821;3105557524P;
RUE DES MARTINETS;Rue des Martinets;BEAUZELLE;31056;310560000065;3100560090D;
IMP CARLOS GARDEL;Impasse Carlos Gardel;TOULOUSE;31555;315558413827;3105551699H;
ALL DU LIMOUSIN;Allée du Limousin;COLOMIERS;31149;311490000250;3101490759B;
RUE DU PRILLOUME;Rue du Prilloume;TOULOUSE;31555;315558395728;3105557137U;
RUE DU QUATORZE JUILLET;Rue du Quatorze Juillet;TOULOUSE;31555;315555667205;3105557212A;
CHE DE LAPUJADE;Chemin de Lapujade;TOULOUSE;31555;315553881626;3105555028B;
CHE DE LESPINASSE;Chemin de Lespinasse;FENOUILLET;31182;311820000058;310182;
RUE DE L EGALITE;Rue De L'égalité;SAINT-JORY;31490;314900000083;3104900047V;
IMP DES RAVENELLES;Impasse des Ravenelles;CASTELGINEST;31116;311160000161;3101160920V;
RUE DES IRIS;Rue des Iris;BALMA;31044;310440000127;3100440450X;
CHEM ANDRE BRETON;Cheminement André Breton;TOULOUSE;31555;315551177609;3105550291C;
ALL DES RAMIERS;Allée des Ramiers;BEAUZELLE;31056;310560000089;310506;
RUE DES CHEMINOTS;Rue des Cheminots;TOULOUSE;31555;315551718447;3105552008U;
RUE D AQUITAINE;Rue d'Aquitaine;TOULOUSE;31555;315550204843;3105550408E;
ALL PIERRE BENOIT;Allée Pierre Benoît;BALMA;31044;310440000034;3100440649N;
RUE SAINT RAPHAEL;Rue Saint-Raphaël;UNION;31561;315610000253;3105610706C;
RUE GEORGES VEDEL;Rue Georges Vedel;TOULOUSE;31555;315558452749;3105553865M;
RUE ALBERT CAMUS;Rue Albert Camus;BALMA;31044;310440000057;3100440020E;
RUE CHABANON;Rue Chabanon;TOULOUSE;31555;315551587214;3105551840L;
CHE NEUF;Chemin Neuf;TOULOUSE;31555;315554921656;3105556248C;
IMP HENRI TAGNERES;Impasse Henri Tagnères;TOULOUSE;31555;315558357408;3105554190R;
IMP DES GOELANDS;Impasse des Goélands;VILLENEUVE-TOLOSANE;31588;315880000081;3105880460T;
CHE DE LA CLOCHE;Chemin de la Cloche;CUGNAUX;31157;311570000073;3101570200J;
VA VA007599;Voie Anonyme Numéro 007599;TOULOUSE;31555;31555A007599;310555;
IMP GAUBERT;Impasse Gaubert;ST-ALBAN;31467;314670000066;3104670170D;
RUE BEAUSEJOUR;Rue Beauséjour;ST-ORENS-DE-GAMEVILLE;31506;315060000019;3105060420F;
RUE JOSEPH PEYRUSSE;Rue Joseph Peyrusse;ST-ORENS-DE-GAMEVILLE;31506;315060000149;3105060727P;
RUE DES PINS;Rue Des Pins;LESPINASSE;31293;312930000073;3102930166F;
BD EUGENE MONTEL;Boulevard Eugène Montel;COLOMIERS;31149;311490000298;3101490530C;
RUE MARCEL DORET;Rue Marcel Doret;BALMA;31044;310440000091;3100440584T;
CHE DU CANOU;Chemin Du Canou;SAINT-JORY;31490;314900000070;3104900022T;
AV DES TILLEULS;Avenue des Tilleuls;TOULOUSE;31555;315556854445;3105558484H;
RUE GEORGES BIZET;Rue Georges Bizet;VILLENEUVE-TOLOSANE;31588;315880000014;3105880090R;
CHEM SUZANNE VALADON;Cheminement Suzanne Valadon;TOULOUSE;31555;315558390637;3105558347J;
RUE DES SAULES;Rue des Saules;TOULOUSE;31555;315556521613;3105558164K;
RUE DE BAREGES;Rue de Barèges;TOULOUSE;31555;315550550418;3105550850K;
VA VA000063;Voie Anonyme Numéro 000063;TOURNEFEUILLE;31557;31557A000063;;
IMP LAVIDALIE;Impasse Lavidalie;TOULOUSE;31555;315558357102;3105555118Z;
IMP DES ALPAGES;Impasse des Alpages;TOULOUSE;31555;315558405359;3105550214U;
RUE DES VITARELLES;Rue des Vitarelles;ST-ALBAN;31467;314670000151;3104670512A;
RUE JEAN DE BERNUY;Rue Jean de Bernuy;TOULOUSE;31555;315558401727;3105554567A;
CHE DU PRADEL;Chemin Du Pradel;SAINT-JORY;31490;314900000040;3104900164X;
PL DU MARECHAL NIEL;Place du Maréchal Niel;TOULOUSE;31555;315558404655;3105555651D;
RUE CAPUS;Rue Capus;TOULOUSE;31555;315551430434;3105551684S;
VA VA000034;Voie Anonyme Numéro 000034;FENOUILLET;31182;31182A000034;;
PAS DU CRIQUET;Passage du Criquet;BEAUZELLE;31056;310560000117;3100560187J;
PL DES PAPYRUS;Place des Papyrus;TOULOUSE;31555;315558393300;3105556529H;
RUE DES CEDRES;Rue des Cèdres;CUGNAUX;31157;311570000060;3101570140U;
PL DU LANGUEDOC;Place du Languedoc;CORNEBARRIEU;31150;311500000075;3101500113V;
IMP DU CORPS FRANC POMMIES;Impasse du Corps Franc Pommies;TOURNEFEUILLE;31557;315570000366;3105571420W;
PL EDOUARD BOUILLIERE;Place Edouard Bouillière;TOULOUSE;31555;315558341431;3105552898L;
IMP DES ASTEROIDES;Impasse des Astéroïdes;QUINT;31445;314450000008;3104450045N;
AV LEO LAGRANGE;Avenue Léo Lagrange;CUGNAUX;31157;311570000128;3101570410M;
VA VA007860;Voie Anonyme Numéro 007860;TOULOUSE;31555;31555A007860;310555;
SQ LUIS COMPANYS;Square Luis Companys;TOURNEFEUILLE;31557;315570000131;3105572480Y;
RUE PIC DU LANOUX;Rue Pic du Lanoux;TOULOUSE;31555;315558398758;3105556925N;
RUE INGRES;Rue Ingrès;TOURNEFEUILLE;31557;315570000233;3105572100K;
ALL D AUDIERNE;Allée d'Audierne;COLOMIERS;31149;311490000038;3101490092B;
PL DE RETHONDES;Place de Rethondes;CUGNAUX;31157;311570000263;310157;
RUE VAL SEGUR;Rue Val Ségur;CASTELGINEST;31116;311160000172;3101161123R;
IMP PIERRE DE RONSARD;Impasse Pierre de Ronsard;VILLENEUVE-TOLOSANE;31588;315880000156;3105880744B;
RUE DE GRENOBLE;Rue de Grenoble;TOULOUSE;31555;315553331208;3105554016B;
RUE DEVIC;Rue Devic;TOULOUSE;31555;315552294412;3105552640F;
RUE TEMPONIERES;Rue Temponières;TOULOUSE;31555;315556812860;3105558428X;
VA VA000006;Voie Anonyme Numéro 000006;FONBEAUZARD;31186;31186A000006;;
RUE FREDERIC MISTRAL;Rue Frédéric Mistral;CORNEBARRIEU;31150;311500000084;310150;
CHE DES IZARDS;Chemin des Izards;TOULOUSE;31555;315553568056;3105554380X;
ALL FEDERICA MONTSENY;Allée Fédérica Montseny;TOULOUSE;31555;315558426733;3105553209Z;
PAS DERAIN;Passage Derain;BALMA;31044;310440000337;;
AV DES COTEAUX;Avenue des Coteaux;TOULOUSE;31555;315551977618;3105552328S;
RUE DES MIMOSAS;Rue des Mimosas;UNION;31561;315610000167;3105610405A;
AV J FRANCOIS CHAMPOLLION;Avenue Jean-François Champollion;TOULOUSE;31555;315558384638;3105554575J;
IMP MONTAIGNE;Impasse Montaigne;CUGNAUX;31157;311570000162;3101570497G;
RUE DE LA ROSERAIE;Rue de la Roseraie;CUGNAUX;31157;311570000203;3101570618N;
RUE DES MARAICHERS;Rue des Maraîchers;ST-ALBAN;31467;314670000083;3104670316M;
RUE DU RAVELIN;Rue du Ravelin;TOULOUSE;31555;315555760118;3105557304A;
PL DU BEARN;Place du Béarn;AUSSONNE;31032;310320000134;;
PAS OREE DE LA RAMEE;Passage Orée de la Ramée;TOURNEFEUILLE;31557;315570000377;3105572831E;
RUE DE LA VENDINELLE;Rue de la Vendinelle;UNION;31561;315610000288;3105610791V;
CHE DES VIGNES;Chemin Des Vignes;MONTRABE;31389;313890000072;3103890420P;
RUE DU ROUERGUE;Rue du Rouergue;VILLENEUVE-TOLOSANE;31588;315880000163;3105880794F;
RUE FRANZ SCHUBERT;Rue Franz Schubert;TOULOUSE;31555;315556544048;3105553552X;
RUE DES BOUQUETINS;Rue des Bouquetins;TOULOUSE;31555;315558445740;3105551339S;
RUE POUZONVILLE;Rue Pouzonville;TOULOUSE;31555;315555552010;3105557076C;
CHE DE BELPECH;Chemin De Belpech;BEAUPUY;31053;310530000019;3100530019P;
IMP REGUELONGUE;Impasse Reguelongue;TOULOUSE;31555;315558420938;3105557365S;
RUE DES BAHAMAS;Rue des Bahamas;PIBRAC;31417;314170000015;3104170022K;
RUE DU PERE BERGOUNIOUX;Rue du Père Bergounioux;TOULOUSE;31555;315558401931;3105556753B;
RUE SAINT CHARLES;Rue Saint Charles;TOULOUSE;31555;315556163224;3105557728L;
RUE DE LA ROCHEFOUCAULD;Rue de la Rochefoucauld;TOULOUSE;31555;315553900837;3105555050A;
RUE ROLAND DORGELES;Rue Roland Dorgeles;TOULOUSE;31555;315558402533;3105557577X;
RUE EMILE PELLETIER;Rue Emile Pelletier;TOULOUSE;31555;315558371018;3105552993P;
ALL DE L ISERAN;Allée de l'Iseran;COLOMIERS;31149;311490000229;3101490742H;
RUE DU COLOMBIER;Rue du Colombier;BALMA;31044;310440000078;3100440276H;
IMP DES LILAS;Impasse des Lilas;AUCAMVILLE;31022;310220000092;3100220210G;
IMP DU COUSERAN;Impasse du Couseran;TOURNEFEUILLE;31557;315570000141;3105571480L;
CHE DU STADE;Chemin Du Stade;BEAUPUY;31053;310530000034;3100530400D;
RUE DES MORRENES;Rue des Morrènes;QUINT;31445;314450000139;3104450251M;
IMP DU STADE;Impasse du Stade;BEAUZELLE;31056;310560000104;3100560104U;
VA VA000080;Voie Anonyme Numéro 000080;CORNEBARRIEU;31150;31150A000080;;
CHE DU BOIS;Chemin du Bois;TOURNEFEUILLE;31557;315570000061;3105570910S;
CHE DU CHRETIEN;Chemin du Chrétien;VILLENEUVE-TOLOSANE;31588;315880000046;3105880245J;
IMP JACQUES DUCLOS;Impasse Jacques Duclos;ST-JEAN;31488;314880000028;3104880335S;
RUE ANNA POLITKOVSKAIA;Rue Anna Politkovskaïa;TOULOUSE;31555;315559000147;3105550361D;
RUE FELIX DURRBACH;Rue Félix Durrbach;TOULOUSE;31555;315552499245;3105553220L;
RUE EDITH PIAF;Rue Edith Piaf;TOULOUSE;31555;315558387158;3105552871G;
RUE PIERRE DE RONSART;Rue Pierre de Ronsart;PIBRAC;31417;314170000153;3104170343J;
IMP IENA;Impasse Iéna;CUGNAUX;31157;311570000119;3101570382G;
RUE LOUIS PASTEUR;Rue Louis Pasteur;TOULOUSE;31555;315555206435;3105556560S;
RUE DE LESTANG;Rue de Lestang;TOULOUSE;31555;315558358724;3105555206V;
RESIDENCE LES JARDINS DU PANARIOL;Résidence Les Jardins du Panariol;AUSSONNE;31032;310320000084;310032A051K;
CHE DU MOULIN;Chemin du Moulin;SEILH;31541;315410000045;3105410002Z;
VA VA000125;Voie Anonyme Numéro 000125;ST-ORENS-DE-GAMEVILLE;31506;31506A000125;;
RUE DE BELMONT;Rue de Belmont;CUGNAUX;31157;311570000025;3101570032B;
RUE DES CIGOGNES;Rue des Cigognes;CUGNAUX;31157;311570000072;3101570178K;
VA VA000039;Voie Anonyme Numéro 000039;BRAX;31088;31088A000039;;
RUE DU VIEUX CHATEAU;Rue du Vieux Château;BLAGNAC;31069;310690000103;3100691100V;
IMP GEORGES DAZET;Impasse Georges Dazet;TOULOUSE;31555;315558424060;3105553845R;
RUE DES VINCENNES;Rue des Vincennes;TOULOUSE;31555;315558444628;3105558895E;
RUE DARNIER LE FOUR;Rue Darnier Le Four;GAGNAC-SUR-GARONNE;31205;312050000025;3102050055T;
VA VA000064;Voie Anonyme Numéro 000064;FLOURENS;31184;31184A000064;;
RUE LE CORBUSIER;Rue Le Corbusier;BALMA;31044;310440000081;3100440931V;
RUE EDMOND ROSTAND;Rue Edmond Rostand;TOULOUSE;31555;315556038459;3105552888A;
RPT GASCOGNE;Rond-point Gascogne;COLOMIERS;31149;311490000499;310149;
BD JEAN RIVET;Boulevard Jean Rivet;BLAGNAC;31069;310690000364;3100690550X;
VA VA000131;Voie Anonyme Numéro 000131;BALMA;31044;31044A000131;;
RUE GUILLAUMET;Rue Guillaumet;CUGNAUX;31157;311570000114;3101570350X;
ALL ARISTIDE MAILLOL;Allée Aristide Maillol;COLOMIERS;31149;311490000264;3101490038T;
RUE GUSTAVE FLAUBERT;Rue Gustave Flaubert;BLAGNAC;31069;310690000168;3100690456V;
IMP DU CASTELET;Impasse Du Castelet;DREMIL-LAFAGE;31163;311630000039;3101630050V;
IMP DES ROMARINS;Impasse des Romarins;TOURNEFEUILLE;31557;315570000386;3105573240Z;
PL DU FORT;Place du Fort;VILLENEUVE-TOLOSANE;31588;315880000074;3105880420Z;
RTE DE TOURNEFEUILLE;Route de Tournefeuille;CUGNAUX;31157;311570000227;3101570700C;
RUE DU MAINE;Rue du Maine;TOULOUSE;31555;315554284834;3105555516G;
CHE DE CAZALBARBIER;Chemin de Cazalbarbier;LAUNAGUET;31282;312820000026;3102820050C;
PL DE PIQUEMIL;Place de Piquemil;COLOMIERS;31149;311490000560;3101491011A;
IMP JACQUES COSTES;Impasse Jacques Costes;CASTELGINEST;31116;311160000052;3101160531X;
RUE MARIE LAURENCIN;Rue Marie Laurencin;TOULOUSE;31555;315558443924;3105555685R;
ALL DES MONTS D ARBAS;Allée des Monts d'Arbas;COLOMIERS;31149;311490000017;3101490820T;
RUE DES ROSSIGNOLS;Rue des Rossignols;TOURNEFEUILLE;31557;315570000388;3105573247G;
ALL DES CHAMPS PINSONS;Allée des Champs Pinsons;ST-ORENS-DE-GAMEVILLE;31506;315060000153;3105060565N;
RUE DE L OUSTALET;Rue De L'oustalet;LESPINASSE;31293;312930000011;3102930163C;
RUE DES AUBEPINES;Rue des Aubépines;ST-ORENS-DE-GAMEVILLE;31506;315060000014;3105060386U;
RUE DE LA MEZAILLADE;Rue de la Mézaillade;BRAX;31088;310880000035;3100880203M;
RUE RENE REY;Rue René Rey;BLAGNAC;31069;310690000360;3100690924D;
RUE DE LA GARENNE;Rue de la Garenne;TOURNEFEUILLE;31557;315570000190;3105571781N;
RPT DENIS DIDEROT;Rond-Point Denis Diderot;BLAGNAC;31069;310690000138;3100690254A;
IMP DES HORTENSIAS;Impasse Des Hortensias;BRUGUIERES;31091;310910000036;3100910090B;
SQ JACQUES BREL;Square Jacques Brel;BLAGNAC;31069;310690000467;3100690499S;
RUE DES TAMARIS;Rue des Tamaris;TOULOUSE;31555;315556768031;3105558380V;
RUE DE LA FORGE;Rue de la Forge;ST-ORENS-DE-GAMEVILLE;31506;315060000073;3105060662U;
PONT DE BLAGNAC;Pont de Blagnac;TOULOUSE;31555;315558351511;310555X062M;
RUE DES TILLEULS;Rue Des Tilleuls;ST-JEAN;31488;314880000177;3104880720K;
RTE D980;Route D980;TOULOUSE;31555;315559000067;310555;
RUE COROT;Rue Corot;TOULOUSE;31555;315551961641;3105552312Z;
IMP DES LILAS;Impasse des Lilas;CASTELGINEST;31116;311160000207;3101160596T;
RUE GEORGES BIZET;Rue Georges Bizet;TOURNEFEUILLE;31557;315570000053;3105571860Z;
RUE JEAN BAPTISTE DUMAS;Rue Jean-Baptiste Dumas;TOULOUSE;31555;315552448019;3105554488P;
IMP DES HERONS;Impasse des Hérons;TOULOUSE;31555;315558419010;3105554215T;
IMP GUILLAUME IBOS;Impasse Guillaume Ibos;TOULOUSE;31555;315558415337;3105554050N;
IMP ROBERT STOCCO;Impasse Robert Stocco;TOULOUSE;31555;315559000041;3105557539F;
IMP DE L AUTAN;Impasse de l'Autan;CORNEBARRIEU;31150;311500000012;3101500043U;
RUE DU PALAIS;Rue du Palais;ST-ORENS-DE-GAMEVILLE;31506;315060000140;3105060940W;
VA VA000094;Voie Anonyme Numéro 000094;BLAGNAC;31069;31069A000094;;
RUE GERMINAL;Rue Germinal;BALMA;31044;310440000324;3100440405;
IMP DU RIOU;Impasse du Riou;BLAGNAC;31069;310690000362;3100690927G;
RUE DU DIX NEUF MARS 1962;Rue du Dix-Neuf Mars 1962;BLAGNAC;31069;310690000004;3100690265M;
RUE GEO ANDRE;Rue Géo André;ST-JEAN;31488;314880000013;3104880290T;
PONT DE LA POUDRERIE;Pont de la Poudrerie;TOULOUSE;31555;315558420428;310555X028A;
IMP BOUDEVILLE;Impasse Boudeville;TOULOUSE;31555;315558385750;3105551310K;
RUE PIERRE BARTHES;Rue Pierre Barthes;TOULOUSE;31555;315558344502;3105556850G;
RUE DES PINS;Rue des Pins;BEAUZELLE;31056;310560000085;3100560124R;
AV ARTHUR HUC;Avenue Arthur Huc;TOULOUSE;31555;315558379853;3105550541Z;
PL DE NAVARRE;Place de Navarre;BLAGNAC;31069;310690000448;3100690784B;
IMP DU PRIEURE;Impasse du Prieuré;BRUGUIERES;31091;310910000126;3100912750T;
RUE BENJAMIN CONSTANT;Rue Benjamin Constant;TOULOUSE;31555;315550777635;3105551048A;
BD CATALA;Boulevard Catala;ST-ORENS-DE-GAMEVILLE;31506;315060000038;3105060540L;
RUE NUNGESSER ET COLI;Rue Nungesser et Coli;TOULOUSE;31555;315555008060;3105556336Y;
VA VA000032;Voie Anonyme Numéro 000032;LAUNAGUET;31282;31282A000032;;
RUE DE L ENCLOS;Rue De L'enclos;LESPINASSE;31293;312930000083;3102930081N;
ALL DES PEUPLIERS;Allée Des Peupliers;LESPINASSE;31293;312930000048;3102930164D;
VA VA000234;Voie Anonyme Numéro 000234;COLOMIERS;31149;31149A000234;;
RUE CHRISTOPHE COLOMB;Rue Christophe Colomb;TOULOUSE;31555;315551747228;3105552036Z;
IMP DE DIANE;Impasse de Diane;TOULOUSE;31555;315558437925;3105552647N;
RUE ESCLARMONDE;Rue Esclarmonde;TOULOUSE;31555;315552608033;3105553052D;
ALL MICHEL DE MONTAIGNE;Allée Michel de Montaigne;COLOMIERS;31149;311490000297;3101490037S;
IMP DES MERLES;Impasse des Merles;AUSSONNE;31032;310320000068;3100320200C;
CHE DE CEZEROU;Chemin de Cézérou;VILLENEUVE-TOLOSANE;31588;315880000039;3105880190Z;
IMP DES SABLES;Impasse des Sables;ST-ALBAN;31467;314670000122;3104670419Z;
PL SAINT ROCH;Place Saint Roch;TOULOUSE;31555;315556384034;3105557964T;
RUE AUGUSTIN DASSIER;Rue Augustin Dassier;TOULOUSE;31555;315558422040;3105550663G;
RUE PEYRONNETTE;Rue Peyronnette;ST-ALBAN;31467;314670000102;3104670360K;
AV DE LA REPUBLIQUE;Avenue de la République;CORNEBARRIEU;31150;311500000114;3101500175M;
RUE DE PIERRE LYS;Rue de Pierre Lys;UNION;31561;315610000146;3105610620J;
RUE CAHUZAC;Rue Cahuzac;TOULOUSE;31555;315551289631;3105551504W;
IMP DE LA COUSTETE;Impasse de la Coustète;SAINT-JORY;31490;314900000107;3104900252T;
